Scheme Name	Net Asset Value
Mirae Asset Corporate Bond Fund Regular IDCW	11.1351
	
	
	
NIPPON INDIA CORPORATE BOND FUND - DAILY IDCW Option	17.0907
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - DAILY IDCW Option	17.0908
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - IDCW Option	17.1095
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - MONTHLY IDCW Option	11.6947
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - QUARTERLY IDCW Option	12.0187
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - WEEKLY IDCW Option	17.1012
Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Bonus	38.5499
Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Growth Option	53.9947
Nippon India Corporate Bond Fund - Growth Plan - Bonus Option	36.9895
Nippon India Corporate Bond Fund - Growth Plan - Growth Option	51.7922
NIPPON INDIA CORPORATE BOND FUND - IDCW Option	16.5928
NIPPON INDIA CORPORATE BOND FUND - MONTHLY IDCW Option	11.5697
NIPPON INDIA CORPORATE BOND FUND - QUARTERLY IDCW Option	11.8689
NIPPON INDIA CORPORATE BOND FUND - WEEKLY IDCW Option	17.1007
	
	
	
PGIM India Corporate Bond Fund - Annual Dividend	10.5459
PGIM India Corporate Bond Fund - Direct Plan - Annual Dividend	16.0256
PGIM India Corporate Bond Fund - Direct Plan - Growth	41.4613
PGIM India Corporate Bond Fund - Direct Plan - Monthly Dividend	15.0083
PGIM India Corporate Bond Fund - Direct Plan - Quarterly Dividend	13.111
PGIM India Corporate Bond Fund - Growth	37.7033
PGIM India Corporate Bond Fund - Monthly Dividend	12.9848
PGIM India Corporate Bond Fund - Premium Plus Plan - Growth	21.588
PGIM India Corporate Bond Fund - Quarterly Dividend	11.5922
PGIM India Premier Bond Fund - Annual Bonus	24.9334
PGIM India Premier Bond Fund - Bonus	15.2260
PGIM India Premier Bond Fund - Direct Plan - Half-Yearly Bonus	13.2164
PGIM India Premier Bond Fund - Half-Yearly Bonus	13.5688
	
	
	
SBI Corporate Bond Fund - Direct Plan - Growth	13.7749
SBI Corporate Bond Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	13.0021
SBI Corporate Bond Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)	13.3911
SBI Corporate Bond Fund - Regular Plan - Growth	13.4771
SBI Corporate Bond Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	12.7199
SBI Corporate Bond Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)	13.0945
	
	
	
Sundaram Banking and PSU Debt Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	12.2868
Sundaram Corporate Bond Fund Direct Plan - Annual Income Distribution cum Capital Withdrawal (IDCW)	16.2580
Sundaram Corporate Bond Fund Direct Plan - Growth	35.9219
Sundaram Corporate Bond Fund Direct Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW)	16.3141
Sundaram Corporate Bond Fund Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)	16.1988
Sundaram Corporate Bond Fund Direct Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW)	17.9933
Sundaram Corporate Bond Fund Regular Plan - Annual Income Distribution cum Capital Withdrawal (IDCW)	15.8279
Sundaram Corporate Bond Fund Regular Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW)	16.2515
Sundaram Corporate Bond Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)	15.3673
Sundaram Corporate Bond Fund Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW)	17.5190
Sundaram Corporate Bond Fund Regular Plan- Growth	34.8816
	
	
	
Tata Corporate Bond Fund-Direct Plan-Growth	10.8699
Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Payout	10.8699
Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Reinvestment	10.8699
Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Payout	10.8699
Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Reinvestment	10.8699
Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Payout	10.8699
Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Reinvestment	10.8699
Tata Corporate Bond Fund-Regular Plan-Growth	10.7512
Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Payout	10.7512
Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Reinvestment	10.7512
Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Payout	10.7512
Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Reinvestment	10.7512
Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Payout	10.7512
Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Reinvestment	10.7512
	
	
	
TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-GROWTH	1046.3546
TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-MONTHLY IDCW	1046.7219
TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-GROWTH	1043.7013
TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-MONTHLY IDCW	1043.6807
	
	
	
Union Corporate Bond Fund - Direct Plan - Growth Option	13.4889
Union Corporate Bond Fund - Direct Plan - IDCW Option	13.4889
Union Corporate Bond Fund - Regular Plan - Growth Option	13.2618
Union Corporate Bond Fund - Regular Plan - IDCW Option	13.2618
	
	
	
UTI - Bond Fund ( Segregated - 17022020) - Regular Plan - Growth Option	6.8146
UTI - Bond Fund (Segregated - 17022020) - Direct Plan - Growth Option	7.3484
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Annual IDCW	1.504
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Flexi IDCW	1.4941
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Half-Yearly IDCW	1.4429
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Quarterly IDCW	2.3467
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Annual IDCW	1.4416
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Flexi IDCW	1.4408
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Half-Yearly IDCW	1.4131
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Quarterly IDCW	1.8744
UTI Corporate Bond Fund - Direct Plan - Annual IDCW	12.5148
UTI Corporate Bond Fund - Direct Plan - Flexi IDCW	12.748
UTI Corporate Bond Fund - Direct Plan - Growth Option	14.4637
UTI Corporate Bond Fund - Direct Plan - Half-Yearly IDCW	12.3588
UTI Corporate Bond Fund - Direct Plan - Quarterly IDCW	12.6499
UTI Corporate Bond Fund - Regular Plan - Annual IDCW	12.2988
UTI Corporate Bond Fund - Regular Plan - Flexi IDCW	12.5317
UTI Corporate Bond Fund - Regular Plan - Growth Option	14.2317
UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW	12.0247
UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW	12.3753
	
	
	
	
	
Aditya Birla Sun Life Credit Risk Fund - Direct - IDCW	12.1879
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Bonus	19.4107
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Growth	19.4116
Aditya Birla Sun Life Credit Risk Fund - Regular - IDCW	11.2891
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Bonus	17.7004
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Growth	17.9992
	
	
	
Axis Credit Risk Fund - Direct Plan - Growth	20.5031
Axis Credit Risk Fund - Direct Plan - Monthly IDCW	10.1035
Axis Credit Risk Fund - Direct Plan - Weekly IDCW	10.3019
Axis Credit Risk Fund - Regular Plan - Growth	18.5825
Axis Credit Risk Fund - Regular Plan - Monthly IDCW	10.0893
Axis Credit Risk Fund - Regular Plan - Weekly IDCW	10.1746
	
	
	
BANDHAN CREDIT RISK FUND - DIRECT PLAN HALF YEARLY IDCW	10.4517
BANDHAN Credit Risk Fund - Regular Plan Annual IDCW	10.3742
BANDHAN Credit Risk Fund - Regular Plan Growth	14.4527
BANDHAN Credit Risk Fund - Regular Plan Half Yearly IDCW	10.1219
BANDHAN Credit Risk Fund - Regular Plan Periodic IDCW	11.2231
BANDHAN Credit Risk Fund - Regular Plan Quarterly IDCW	10.4007
BANDHAN Credit Risk Fund-Direct Plan-Annual IDCW	10.4730
BANDHAN Credit Risk Fund-Direct Plan-Growth	15.4074
BANDHAN Credit Risk Fund-Direct Plan-Periodic IDCW	11.2763
BANDHAN Credit Risk Fund-Direct Plan-Quarterly IDCW	10.5728
	
	
	
BANK OF INDIA Credit Risk  Fund - Direct Plan	11.1454
BANK OF INDIA Credit Risk Fund - Regular Plan	10.9471
	
	
	
Baroda BNP Paribas Credit Risk Fund -Direct- Monthly IDCW	14.0091
Baroda BNP Paribas Credit Risk Fund -Direct- Quarterly IDCW	12.6898
Baroda BNP Paribas Credit Risk Fund -Direct-Growth Option	20.8496
Baroda BNP Paribas Credit Risk Fund -Regular-Growth Option	19.2169
Baroda BNP Paribas Credit Risk Fund -Regular-Monthly IDCW	11.3127
Baroda BNP Paribas Credit Risk Fund -Regular-Quarterly IDCW	11.8736
Baroda BNP Paribas Credit Risk Fund- Direct - Bonus Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund- Direct- Growth Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund- Direct- Monthly IDCW Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund- Regular- Bonus Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund- Regular- Growth Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund- Regular- Monthly IDCW Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund- Regular- Quarterly IDCW Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund-Direct- Quarterly IDCW Option- Segregated Portfolio- 1	0
	
	
	
DSP Credit Risk Fund - Direct Plan -  IDCW - Monthly	10.7631
DSP Credit Risk Fund - Direct Plan - Growth	38.1609
DSP Credit Risk Fund - Direct Plan - IDCW	11.9830
DSP Credit Risk Fund - Direct Plan - IDCW - Daily	10.2472
DSP Credit Risk Fund - Direct Plan - IDCW - Quarterly 	11.1558
DSP Credit Risk Fund - Direct Plan - IDCW - Weekly	10.2477
DSP Credit Risk Fund - Regular Plan - IDCW	11.8984
DSP Credit Risk Fund - Regular Plan - IDCW - Daily	10.2470
DSP Credit Risk Fund - Regular Plan - IDCW - Monthly	10.7047
DSP Credit Risk Fund - Regular Plan - IDCW - Quarterly 	11.0429
DSP Credit Risk Fund - Regular Plan - IDCW - Weekly	10.2475
DSP Credit Risk Fund - Regular Plan -Growth	35.4468
	
	
	
Franklin India Credit Risk Fund - Direct - Growth	25.5650
Franklin India Credit Risk Fund - Direct - IDCW 	14.0105
Franklin India Credit Risk Fund - Growth	25.3348
Franklin India Credit Risk Fund - IDCW 	13.5858
Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes bank Ltd CO 23Dec21) - Direct Growth Plan	0.0000
Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Dividend Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Dividend Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - IDCW	1.1015
Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct Growth Plan	2.1733
Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan	2.0542
Franklin India Credit Risk Fund- Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - IDCW	0.0000
Franklin India Credit Risk Fund-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct IDCW	1.1910
Franklin India Credit Risk Fund-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct IDCW	0.0000
	
	
	
HDFC Credit Risk Debt Fund - Growth Option	20.9065
HDFC Credit Risk Debt Fund - Growth Option - Direct Plan	22.3435
HDFC Credit Risk Debt Fund - IDCW Option	19.2511
HDFC Credit Risk Debt Fund - IDCW Option - Direct Plan	19.5864
HDFC Credit Risk Debt Fund - Quarterly IDCW - Direct Plan	10.6327
HDFC Credit Risk Debt Fund - Quarterly IDCW Option	10.305
	
	
	
HSBC Credit Risk Fund - Direct Annual IDCW	12.685
HSBC Credit Risk Fund - Direct Growth	27.0449
HSBC Credit Risk Fund - Direct IDCW	11.1162
HSBC Credit Risk Fund - Regular Annual IDCW	11.9578
HSBC Credit Risk Fund - Regular Growth	25.3106
HSBC Credit Risk Fund - Regular IDCW	10.307
HSBC Credit Risk Fund- Regular Plan - Bonus	24.9053
	
	
	
ICICI Prudential Credit Risk Fund - Annual IDCW	10.3035
ICICI Prudential Credit Risk Fund - Bonus	15.7498
ICICI Prudential Credit Risk Fund - Direct Plan - Annual IDCW	10.4846
ICICI Prudential Credit Risk Fund - Direct Plan - Growth	29.7677
ICICI Prudential Credit Risk Fund - Direct Plan - Half Yearly IDCW	10.9750
ICICI Prudential Credit Risk Fund - Direct Plan - Quarterly IDCW	11.6824
ICICI Prudential Credit Risk Fund - Direct Plan Bonus	14.6853
ICICI Prudential Credit Risk Fund - Growth	27.3377
ICICI Prudential Credit Risk Fund - Half Yearly IDCW	10.5892
ICICI Prudential Credit Risk Fund - Quarterly IDCW	11.0262
	
	
	
Invesco India Credit Risk Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment)	1797.3875
Invesco India Credit Risk Fund - Direct Plan - Growth	1784.0644
Invesco India Credit Risk Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)	1235.5047
Invesco India Credit Risk Fund - Regular Plan - Discretionary IDCW (Payout / Reinvestment)	1635.4611
Invesco India Credit Risk Fund - Regular Plan - Growth	1635.9709
Invesco India Credit Risk Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment)	1201.4914
	
	
	
Kotak Credit Risk Fund - Direct Plan - Standard Income Distribution cum capital withdrawal option	21.2863
Kotak Credit Risk Fund - Growth	25.6242
Kotak Credit Risk Fund - Growth - Direct	28.3403
Kotak Credit Risk Fund - Regular Plan - Standard Income Distribution cum capital withdrawal option	11.1436
	
	
	
Nippon India Credit Risk Fund  - Growth Plan	30.1462
Nippon India Credit Risk Fund  - Institutional Growth Plan	31.4380
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - IDCW Option	0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option	0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option	0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option	0.0000
Nippon India Credit Risk Fund - Direct Plan - Growth Plan	32.7227
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - IDCW Option	17.7169
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - QUARTERLY IDCW Option	13.5030
NIPPON INDIA CREDIT RISK FUND - IDCW Option	16.5374
NIPPON INDIA CREDIT RISK FUND - QUARTERLY IDCW Option	12.9243
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan	0.5342
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option	0.2893
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option	0.2477
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Growth Plan	0.5036
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - IDCW Option	0.2763
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Institutional Growth Plan	0.4333
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option	0.2405
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan	0.0000
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Growth Plan	0.0000
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Institutional Growth Plan	0.0000
	
	
	
SBI Credit Risk Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	13.4038
SBI Credit Risk Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	19.6604
SBI CREDIT RISK FUND - DIRECT PLAN -GROWTH	42.2470
SBI Credit Risk Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	13.1026
SBI CREDIT RISK FUND - REGULAR PLAN - GROWTH	39.5880
SBI Credit Risk Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	17.8970
	
	
	
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct  Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Flexi  Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Flexi  Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 17022020) - Direct Plan - Growth Option	2.6874
UTI - Credit Risk Fund (Segregated - 17022020) - Regular Plan - Growth Option	2.4018
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Annual IDCW	1.7437
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Flexi IDCW	1.7035
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Half-Yearly IDCW	1.7067
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Monthly IDCW	1.6036
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Quarterly IDCW	1.8964
UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Annual IDCW	1.6027
UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Flexi IDCW	1.559
UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Half-Yearly IDCW	1.6108
UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Monthly IDCW	1.4422
UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Quarterly IDCW	1.706
UTI Credit Risk Fund  - Regular Plan - Growth Option	14.9248
UTI Credit Risk Fund - Direct Plan - Annual IDCW	10.808
UTI Credit Risk Fund - Direct Plan - Flexi IDCW	10.5718
